;job_id;job_title;kualifikasi_pendidikan;spesialist;work_exp;careerLevel;salaryMin;salaryMax;kualifikasi;jobLocation;company_name;company_industry;company_job_type;company_size;job_url;closedAt;postedAt
43;3991302;SPG Lapangan;Tidak terspesifikasi;"Penjualan / Pemasaran;Penjualan Ritel";1 tahun;Pegawai (non-manajemen & non-supervisor);;;Kualifikasi PekerjaanPendidikan minimal SMA/SMK sederajat.Memiliki kemampuan komunikasi dan Negosiasi yang baik.Berpengalaman di bidang SPGDeskripsi PekerjaanMelakukan pemasaran produk.Memenuhi target penjualan yang sudah ditetapkan perusahaan.Melakukan pendekatan dan membina relasi dengan customer.Membuat dan menyerahkan report harian serta bulananPenempatanSleman -Yogyakarta;Sleman;CV Joyo Jaya;Makanan & Minuman/Katering/Restoran;Penuh Waktu;;https://www.jobstreet.co.id/id/job/spg-lapangan-3991302;09/09/2022 17:00;11/08/2022 08:05
44;3991380;Desk Collection Yogyakarta;SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Akuntansi / Keuangan;Perbankan / Jasa Finansial ";1 tahun;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;2100000.0;3200000.0;Kualifikasi:1. Domisili Yogyakarta2. Usia maksimal saat melamar 30 tahun3. Pengalaman bekerja sebagai Desk Collection (syarat wajib)4. Berpengalaman memegang bucket keterlambatan (collection)5. Disiplin, tanggung jawab6. Bersedia ditarget7. Bersedia shifting8. Wajib sudah vaksin min Dosis 19. Penempatan di Desk Collection Fintech & Perbankan dengan legalisasi terdaftar OJKBenefit:1. Gaji Pokok2. Tunjangan3. Insentif4. Bonus5. BPJS Kesehatan / Ketenagakerjaan;Yogyakarta;PT Telmark Integrasi Indonesia;Umum & Grosir;Penuh Waktu;201 - 500 pekerja;https://www.jobstreet.co.id/id/job/desk-collection-yogyakarta-3991380;09/09/2022 17:00;11/08/2022 08:38
45;3991433;APOTEKER;Sarjana (S1);"Layanan Kesehatan;Farmasi";2 tahun;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;3000000.0;5000000.0;KUALIFIKASI:•   S1 Profesi Apoteker•   Pengalaman minimal 2 tahun industry kosmetika.•   Memahami implementasi CPOB, CPKB, & SJH•   Terbiasa dengan MS. Office (Excel, Word, Power Point)•   Memiliki kemampuan Leadership, Time Management, dan Continuous Improvement yang baik•   Memiliki Surat Tanda Registrasi Apoteker (STRA) aktif•   Menguasai Microsoft Office dan proses administrasi obat.•   Mampu bekerja dalam tim maupun secara individu•   Jujur, bertanggung jawab, disiplin, cermat, dinamis dan kooperatif•   Bersedia mengikuti seluruh proses seleksi sesuai kebijakan perusahaan•   Diutamakan Domisili Yogyakarta.;Sleman;PT Wijaya Inovasi Gemilang;Lainnya;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/apoteker-3991433;09/09/2022 17:00;11/08/2022 08:54
46;3991546;MARKETING;Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Penjualan / Pemasaran;Pemasaran/Pengembangan Bisnis";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Usia maksimal 24 tahunPendidikan minimal D3/S1 semua jurusanMahasiswa Tingkat Akhir/Fresh Graduate/ BerpengalamanJujur,percaya diri dan pandai berkomunikasiSiap bekerja dengan targetMampu bekerjasama secara timDomisili YogyakartaMemiliki SIM C dan Kendaraan pribadiHari Kerja : Senin s/d JumatJam Kerja : 08.00-14.00 WIBBenefit :Gaji PokokInsentif PenjualanInsentif TargetBPJS KesehatanBPJS KetenagakerjaanJenjang Karir;Yogyakarta;PT Jayatama Multi Teknik..;Periklanan/Marketing/Promosi/Hubungan Masyarakat;Penuh Waktu;;https://www.jobstreet.co.id/id/job/marketing-3991546;09/09/2022 17:00;11/08/2022 09:34
47;3991610;IT Support (Yogyakarta);Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Komputer/Teknologi Informasi;IT-Perangkat Keras";2 tahun;Supervisor/Koordinator;;;Deskripsi Pekerjaan :Menangani permasalahan seputar hardware dan software komputer,Menangani permasalahan network baik local network maupun WAN,Menangani permasalahan tentang server dengan sistem operasi Linux Ubuntu Server,Maintenance email server Zimbra,Maintenance CCTV.Persyaratan :.Kandidat harus memiliki setidaknya Diploma, Gelar Sarjana di Ilmu Komputer/Teknologi Informasi atau setara.Setidaknya memiliki 2 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.Menguasai hardware dan software komputer,Kemampuan yang harus dimiliki: Microsoft Office, LAN, WAN, Windows OS, Linux, Microtic ConfigurationMenguasai tentang email server ZimbraLebih disukai Pegawai (non-manajemen & non-supervisor) khusus dalam IT/Komputer - Jaringan/Sistem/Sistem Database atau setara.Penempatan di Yogyakarta;Yogyakarta;Muncul Group;Umum & Grosir;Kontrak;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/it-support-yogyakarta-3991610;09/09/2022 17:00;11/08/2022 09:57
48;3991611;Territory Sales Supervisor PT Belfoods Indonesia (Yogyakarta);Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Penjualan / Pemasaran;Penjualan Ritel";2 tahun;Supervisor/Koordinator;;;Requirement:Candidate must possess at least Bachelor's Degree in any majorAt least 2 year(s) of working experience in related field field is required this position (Sales Supervisor in FMCG industry preferebly in Froozen Foods products)Good leadership, communication skill, Drive to result, Agile and high drive for excellent performanceMastering the salesman activity and its monitoring (Basic call procedure, EC, OA)Having driving License (SIM A)Willing to be placed in YogyakartaFollow Instagram : sreeya.recruitment;Yogyakarta;PT. Sreeya Sewu Indonesia, Tbk;Manufaktur/Produksi;Penuh Waktu;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/territory-sales-supervisor-pt-belfoods-indonesia-yogyakarta-3991611;09/09/2022 17:00;11/08/2022 09:57
49;3991638;Data Analis;Sarjana (S1);"Komputer/Teknologi Informasi;IT-Admin Jaringan/Sistem/Database";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Minimal S1 Statistik, Matematika, Sistem InformatikaUsia maksimal 30 tahunMemiliki keahlian SQL dan Python diutamakanMampu mengoperasikan Ms. ExcelMampu menganalisa dataSuka tantangan dan researchTugas dan Tanggung Jawab :Menggambar dan mengelola arus data di perusahaanMelakukan analisis untuk menilai dataMelakukan koordinasi dengan tim marketing dan sales untuk sinkronisasi arus data dan penyajianMelakukan penyajian / visualisasi dataMelakukan pemantauan dan evaluasi untuk pelaksanaan rencana kedepanBenefit :Subsidi kosFasilitas pengembangan diriLingkungan kerja Nyaman;Bantul;PT Sigma Digital Nusantara;Komputer/Teknik Informatika (Perangkat Lunak);Penuh Waktu;;https://www.jobstreet.co.id/id/job/data-analis-3991638;09/09/2022 17:00;11/08/2022 10:08
50;3991848;WORDPRESS DEVELOPER;Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Seni/Media/Komunikasi;Seni / Desain Kreatif";2 tahun;Pegawai (non-manajemen & non-supervisor);;;"You are a WordPress warrior with a creative mind and avid interest in technology. You are hungry to do great work, and enjoy to work in a fast-paced environment. Job Descriptions:You will be working with a bunch of designers to create a compelling website.Regularly test and troubleshoot; identify and resolve website experience challengesProvide website optimization Requirements:Proficiency in building WordPress site using page builders (Elementor, Visual Composer), plugins, themesStrong foundation in PHP, HTML, CSS, PHP, MySQL, and Javascript2+ years professional experience in web design and development using WordPressSolid understanding of web best practices, information design and usabilityhigh level of understanding in HTTP, DNS, IP, Server-client interaction";"Jakarta Raya;Yogyakarta;Jawa Timur";Brouhaha Design Studio;Seni/Desain/Fashion;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/wordpress-developer-3991848;10/09/2022 17:00;11/08/2022 20:55
51;3991884;TRAINER (Product FMCG) Area Jabodetabek, Jateng & Bali;Sarjana (S1);"Penjualan / Pemasaran;Penjualan Ritel";2 tahun;Supervisor/Koordinator;4000000.0;5000000.0;We're hiring Trainer Specialist (Product FMCG) position!Job Description:Create and prepare Learning & Development planCreate and prepare training modulePlan and conduct training implementationMake Learning & Development reportMake Training Need Analysis (TNA)Make analysis related to learning development program resultJob Requirement:Minimum education bachelor degree (S1) from any disciplinesHaving minimum 2 years job experience in similar positionRequired Skill(s): fluent in English Presentation Skill, Selling Skill, Learning Ability, Persuasive Communication, Microsoft OfficePreferably Supervisor/Coordinator specialized in Training & Development or equivalentFamiliar with Training Need Analysis (TNA)Good communication, presentation and public speaking skillAvailable for mobile (have a personal vehicle)PT. Mitra Andal Sejati;"Jakarta Raya;Yogyakarta;Bogor;Bekasi;Depok;Tangerang;Semarang;Surakarta;Purwokerto;Denpasar";PT Mitra Andal Sejati;Produk Konsumen/Barang konsumen yang bergerak cepat;Penuh Waktu;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/trainer-product-fmcg-area-jabodetabek-jateng-bali-3991884;10/09/2022 17:00;12/08/2022 01:13
52;3991912;Human Resources Support Staff (HRSS) - Yogyakarta dan Jawa Tengah;Sarjana (S1);"Sumber Daya Manusia/Personalia;Sumber Daya Manusia / HR";1 tahun;Pegawai (non-manajemen & non-supervisor);;;Tanggung JawabBertanggung jawab atas proses rekrutmen untuk pemenuhan kebutuhan Manpower karyawan Cabang di area kerja yang menjadi tanggungjawabnyaMenyiapkan kebutuhan rekrutmen dan Training sesuai standar dan budget yang telah ditetapkan oleh PerusahaanMembantu Training & Recruitment Manager dalam memberikan pelatihan bagi karyawan cabangMembantu Training & Recruitment Manager dalam mengelola data karyawan dan administrasi kepegawaianMengembangkan media komunikasi internal antar karyawanMelakukan kunjungan (visit) ke cabang cabang yang berada di area kerjanyaKualifikasiMinimal pendidikan S1 diutamakan jurusan Psikologi, Hukum, MSDMMemiliki pengalaman minimal 1 tahun di bidang yang sama, diutamakan yang berkaitan dengan proses rekrutmen dan pelatihan karyawanMemiliki kemampuan komunikasi yang baikMampu mengoperasikan komputer (Ms. Office)Bersedia mobile dan melakukan perjalanan dinasPenempatan: Jawa TengahArea Kerja : Yogyakarta.;"Yogyakarta;Jawa Tengah";PT Bina Artha Ventura;Perbankan/Pelayanan Keuangan;Penuh Waktu;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/human-resources-support-staff-hrss-yogyakarta-dan-jawa-tengah-3991912;10/09/2022 17:00;12/08/2022 01:41
53;3991922;CONTENT DESIGN;Tidak terspesifikasi;"Seni/Media/Komunikasi;Seni / Desain Kreatif";1 tahun;Pegawai (non-manajemen & non-supervisor);2000000.0;2800000.0;1.Usia max 27 th2.Pendidikan min SMK3.Mengusai aplikasi editing gambar ( coral,APs,APr,dll)4.Memiliki skil video editing &photography5.Terbiasa dengan fitur terbaru di media sosial6.Suka tantangan ,jujur,dan displin7.Memiliki skill copywriting8.Mampu bekerja dalam tim maupun individu9.Mampu memiliki ide gagasan membuat konten.10.Punya pengalaman dalam bidang content designGaji UMR slemanBonus 2-3 jt;Sleman;PT Wijaya Inovasi Gemilang;Lainnya;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/content-design-3991922;10/09/2022 17:00;12/08/2022 01:45
54;3992163;ASSISTANT STORE MANAGER - NEW OUTLET;SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Penjualan / Pemasaran;Penjualan Ritel";5 tahun;Manajer/Asisten Manajer;;;Melaksanakan aktivitas seluruh operational harian restaurant & menangani staffMembuat jadwal mingguan dari staff serta melakukan koordinasi untuk seluruh kegiatan training di restaurantBertanggung jawab dalam memberikan pelatihan terhadap service team hingga level supervisorPersyaratan:Maximum usia 35 tahunMemiliki pengalaman minimal 2 tahun sebagai Assistant Store ManagerMemiliki komitmen yang tinggi, enerjik, serta perilaku yang positifMemiliki kemampuan managerial dan komunikasi yang baikBerpenampilan menarik;"Yogyakarta;Depok";ISMAYA GROUP;Makanan & Minuman/Katering/Restoran;Penuh Waktu;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/assistant-store-manager-new-outlet-3992163;10/09/2022 17:00;12/08/2022 03:35
55;3992167;STORE SUPERVISOR - NEW OUTLET;SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Hotel/Restoran;Makanan/Minuman/Pelayanan Restoran";2 tahun;Supervisor/Koordinator;;;Job Description:Supervises the activity of the restaurant floor for (Server & Captain).Should be able to open and close the restaurant, manage all service Staff, track food and beverage inventory, ordering supplies, create daily manning. Job Requirements:Candidate must possess at least SMU, Diploma, Bachelor's Degree in Food & Beverage Services Management, Hospitality/Tourism/Hotel Management or equivalent.At least 2 Year(s) of working experience in the related field is required for this position.Preferably Supervisor/Coordinator specialized in Food/Beverage/Restaurant Service or equivalent.Highly committed, outgoing, energetic and most importantly, POSITIVE attitude.Must be a highly committed individual.Well groomed and Presentable.;Yogyakarta;ISMAYA GROUP;Makanan & Minuman/Katering/Restoran;Penuh Waktu;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/store-supervisor-new-outlet-3992167;10/09/2022 17:00;12/08/2022 03:36
56;1032401495;Audio QA - Sound Tester;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;"Company DescriptionGameloft Indonesia was established in 2010 and is now employing around 400 employees in Yogyakarta, a bustling town of 500,000 people. Within almost 12 years of establishment, Gameloft Indonesia has successfully ensured deadlines, delivered top-rated games to a more and more demanding market. That affirming our expertise and attractiveness, in the city. Our company requires skillful human resources, dynamic talents and high adaptive to our fast growing industry. Yogyakarta offers a favorable recruiting ground: with around 83 colleges, 25% propose the information engineering major. As a good corporate citizen and the largest IT Company in Yogyakarta, we also fully support Sultan's plan for Yogyakarta's development as a hub for IT.Job DescriptionThe QA Sound Tester is in charge of testing the music and sounds in the games. He/she must verify that every aspect related to the audio part of the game respects the Gameloft standards of sound quality. He/she must find the audio flaws in the games tested, describe them clearly in a database and make a follow-up on the status of these issues. He/she must follow sound test audio processes and checklists.The QA Tester reports to his/her QA Team Leader.Find and precisely describe sound bugs found in gamesMaking sure that sound effects, VOs and tracks are properly audible and triggeredVerifying that those SFXs, VOs and tracks follow the release’s actions (synchronism and coherence)Checking if the game’s sound pack is optimized for a specified device’s technical specifications (thus ensuring optimal audio quality )Report bugs in a bug base.QualificationsInterest in video games and soundsAptitude for communication and teamworkBilingual (Excellent written English)Having a good ear for sound qualityHaving an understanding in audio production is a great plusPatienceAbility to follow directionsMotivated and seriousAdditional InformationWhy joining us?Join one of the most exciting sectors today and collaborate to the success of our Company;Get a professional experience in Communication field to start building a solid career path;Experience a dynamic, challenging and motivating working environment within a fast-growing company;Opportunity to learn in a professional environment with passionate people;Work in an open working climate with dynamic and multicultural teams from around the world where you can communicate with colleagues from other countries and cultures on a daily basis.-";Yogyakarta;PT Gameloft Indonesia (Yogyakarta);Hiburan/Media;;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/audio-qa-sound-tester-1032401495;12/08/2022 16:00;11/08/2022 17:10
57;1032401585;Graphic Design;Tidak terspesifikasi;"Seni/Media/Komunikasi;Seni / Desain Kreatif";;Tidak Terspesifikasi;;;"Posting Date Jul 14, 2022Job Number 22120***Job Category Sales & MarketingLocation Sheraton Mustika Yogyakarta Resort & Spa, Jalan Laksda Adisucipto Km 8.7, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia VIEW ON MAPBrand Sheraton Hotels & ResortsSchedule Full-TimeRelocation? NPosition Type Non-ManagementLocated Remotely? NWhen you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We welcome guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experiences, we encourage you to explore your next career opportunity with Sheraton.POSITION SUMMARYDesigns and produces marketing materials including, but not limited to, advertisements, collateral, signage, flash pieces, electronic brochures and presentations that reflect the brand’s image and style in order to drive hotel revenue. Partners with marketing managers and related operational departments as part of a project team providing design and conceptualization solutions pertaining to deliverables. Maintains familiarity with customer demographics and develops an appropriate look and feel for all promotion and event related collateral. Monitors the progress of all projects, including the maintenance of project files and archives, and provides continuous communication to the Marketing and/or project team regarding ongoing project and status updates. Executes various aspects of production including, printing, scanning, digital retouching, image editing, special effects, and file manipulation and layout.Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets. Welcome and acknowledge all guests according to company standards; anticipate and address guests’ service needs; thank guests with genuine appreciation. Speak with others using clear and professional language; prepare and review written documents accurately and completely; answer telephones using appropriate etiquette. Develop and maintain positive working relationships with others; support team to reach common goals; listen and respond appropriately to the concerns of other employees. Comply with quality assurance expectations and standards. Move, lift, carry, push, pull, and place objects weighing less than or equal to 10 pounds without assistance; stand, sit, or walk for an extended period of time. Perform other reasonable job duties as requested by Supervisors.Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.-";Yogyakarta;Marriott International;None;;;https://www.jobstreet.co.id/id/job/graphic-design-1032401585;12/08/2022 16:00;11/08/2022 16:02
58;1032401588;QA Legal Specialist;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;"Company DescriptionGameloft Indonesia was established in 2010 and is now employing around 400 employees in Yogyakarta, a bustling town of 500,000 people. Within almost 12 years of establishment, Gameloft Indonesia has successfully ensured deadlines, delivered top-rated games to a more and more demanding market. That affirming our expertise and attractiveness, in the city. Our company requires skillful human resources, dynamic talents and high adaptive to our fast growing industry. Yogyakarta offers a favorable recruiting ground: with around 83 colleges, 25% propose the information engineering major. As a good corporate citizen and the largest IT Company in Yogyakarta, we also fully support Sultan's plan for Yogyakarta's development as a hub for IT.Job DescriptionResponsibilities for Compliance Testing Understand regulatory /internal compliance requirementsAutonomous and Comprehensive testing against specific first-party quality requirements (GDPR, COPPA, OFT) and report bugs on assigned game requirementsConduct an analysis of each test check/review and find out the deficiencies or violations of rules, regulations and proceduresSwiftly master at least one specialty (legal/internal regulations) by working alongside and learning from your more experienced colleaguesDaily interaction with Compliance colleagues, Testing Management and various supervisory personnel across regions as needed to cover all requirements and requests before the deadlineEnsure bugs have the right level of logical and technical detail (no need for information requests from game developers)Escalate appropriate concerns to business compliance and managementStay informed on the latest technical developments and requirements updates on at least one specialtyPrepare and send Compliance QA reports, validating the title for releaseQualificationsThe ideal candidate must be self-motivated and possess excellent oral and written communication skills and be knowledgeable in various regulations (e.g. General Data Protection Regulation, Children’s Online Privacy Protection Act, Office of Fair Trading, etc).The candidate must also be able to thrive in a fast-paced environment, and be committed to the values of teamwork, integrity, and innovation.Please note that this role is hybrid with a mix between remote work and office presence according to company policy.Qualifications :Minimum 1 year of QA experience in Compliance testing video games Experience with testing games on mobiles and PC Basic know-how of testing methodologies and bugs lifecycleFamiliar with the video game development process and environment Good spoken and written communication skillsExcellent English skills Good knowledge of MS Office (Excel, Word, PowerPoint) Experience working with bug tracking and documentation tools (Jira, Confluence) Ability to quickly adapt or research new technologies A team player, while having a great work ethicsSharp observation and analytical skills with a proactive mindsetA passion for video gamesAdditional InformationWhy joining us?Join one of the most exciting sectors today and collaborate to the success of our Company;Get a professional experience in Communication field to start building a solid career path;Experience a dynamic, challenging and motivating working environment within a fast-growing company;Opportunity to learn in a professional environment with passionate people;Work in an open working climate with dynamic and multicultural teams from around the world where you can communicate with colleagues from other countries and cultures on a daily basis.-";Yogyakarta;PT Gameloft Indonesia (Yogyakarta);Hiburan/Media;;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/qa-legal-specialist-1032401588;12/08/2022 16:00;11/08/2022 17:12
59;1032453834;Software Engineering Manager;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;"At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry.  AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams.  As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world.  We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!Position SummaryThe Engineering Platform division at AccelByte is looking for an experienced Software Engineering Manager to lead a team of software engineers and cloud infra experts.  This team is building an internal product that provides a self-service interface allowing engineers to autonomously own their work through its full lifecycle.  Improving the efficiency of the software development process is vital to scaling up our business, and this team will tackle the unique challenges of the gaming industry while pushing the state of the art for engineering experience. The Software Engineering Manager will be responsible to build the right tooling, process, and technologies to provide a positive experience for our Game Developer Clients; to adopt our products with minimum effort and have more time working on making their games.In this role, you will have the opportunity to grow a team from core engineers to multiple teams in a larger development organization.  We are looking for someone who is willing to take risks and tackle challenges and can grow the company.  You will receive strong growth support to improve your management and leadership capabilities.Essential Functions/Responsibilities:The Software Engineering Manager is accountable for the following functions and responsibilities:Provide leadership to a group of engineers in an innovative, fast-paced environmentCollaborate with account management, producers, solution architects, and client-focused engineering teams on the overall planning, execution, and success of our projectsManage a remote team of 10+ software engineers and create a safe environment for a diverse team.Create and foster a high-performance culture in your team.Cultivate an environment where team members are empowered and demonstrate a strong sense of ownership and belonging.Meet with team members 1:1 on a regular basis and give frequent, actionable feedback to support your team’s career growthPerform other duties as assignedQualifications/Experience Required:Experience building and launching online services with an API contractExperience with full stack developmentExperience with a full cycle of building and operating stateful distributed systemsExperience building extensible platformsExperience constructing and supporting a team of 7+ engineersExperience with infrastructure as an engineering domainFamiliar with modern software and cloud service delivery ideologyBachelor's degree, BS in CS or EE preferred, or equivalent work experience4+ years of software development experience with a distinguished track record on technically demanding projectsRelevant experience managing fast-paced, dynamic engineering teamsStrong technical background in client/server developmentExcellent problem-solving and debugging skills are requiredStrong hands-on experience with Backend technologies such as MicroservicesExperience using and understanding Console Game Development concepts such as Xbox/PlayStation Auth and IAP, Matchmaking, LeaderboardStrong understanding of various Game Engines such as Unity and Unreal EngineAn understanding of multiplayer-related technologies such as socket programmingExperience creating a culture of technical excellence by leading code and design reviews, promoting mentorship, and identifying and promoting educational opportunities for engineersAbility to motivate people and instill ownership, reliability, teamwork, and commitmentAbility to communicate effectively, both written and verbal, with technical and non-technical partnersFlexibility to adjust to work routines, as required, to meet the needs of the companyExperience with staffing, interviewing, and team buildingGood cross-disciplinary communications experience between engineering, production, and QAShown ability to hire, grow, and mentor an engineering teamAccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.-";"Yogyakarta;Sleman";AccelByte Inc;Komputer/Teknik Informatika (Perangkat Lunak);;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/software-engineering-manager-1032453834;17/08/2022 16:00;11/08/2022 17:33
60;1032453834;Software Engineering Manager;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;"At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry.  AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams.  As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world.  We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!Position SummaryThe Engineering Platform division at AccelByte is looking for an experienced Software Engineering Manager to lead a team of software engineers and cloud infra experts.  This team is building an internal product that provides a self-service interface allowing engineers to autonomously own their work through its full lifecycle.  Improving the efficiency of the software development process is vital to scaling up our business, and this team will tackle the unique challenges of the gaming industry while pushing the state of the art for engineering experience. The Software Engineering Manager will be responsible to build the right tooling, process, and technologies to provide a positive experience for our Game Developer Clients; to adopt our products with minimum effort and have more time working on making their games.In this role, you will have the opportunity to grow a team from core engineers to multiple teams in a larger development organization.  We are looking for someone who is willing to take risks and tackle challenges and can grow the company.  You will receive strong growth support to improve your management and leadership capabilities.Essential Functions/Responsibilities:The Software Engineering Manager is accountable for the following functions and responsibilities:Provide leadership to a group of engineers in an innovative, fast-paced environmentCollaborate with account management, producers, solution architects, and client-focused engineering teams on the overall planning, execution, and success of our projectsManage a remote team of 10+ software engineers and create a safe environment for a diverse team.Create and foster a high-performance culture in your team.Cultivate an environment where team members are empowered and demonstrate a strong sense of ownership and belonging.Meet with team members 1:1 on a regular basis and give frequent, actionable feedback to support your team’s career growthPerform other duties as assignedQualifications/Experience Required:Experience building and launching online services with an API contractExperience with full stack developmentExperience with a full cycle of building and operating stateful distributed systemsExperience building extensible platformsExperience constructing and supporting a team of 7+ engineersExperience with infrastructure as an engineering domainFamiliar with modern software and cloud service delivery ideologyBachelor's degree, BS in CS or EE preferred, or equivalent work experience4+ years of software development experience with a distinguished track record on technically demanding projectsRelevant experience managing fast-paced, dynamic engineering teamsStrong technical background in client/server developmentExcellent problem-solving and debugging skills are requiredStrong hands-on experience with Backend technologies such as MicroservicesExperience using and understanding Console Game Development concepts such as Xbox/PlayStation Auth and IAP, Matchmaking, LeaderboardStrong understanding of various Game Engines such as Unity and Unreal EngineAn understanding of multiplayer-related technologies such as socket programmingExperience creating a culture of technical excellence by leading code and design reviews, promoting mentorship, and identifying and promoting educational opportunities for engineersAbility to motivate people and instill ownership, reliability, teamwork, and commitmentAbility to communicate effectively, both written and verbal, with technical and non-technical partnersFlexibility to adjust to work routines, as required, to meet the needs of the companyExperience with staffing, interviewing, and team buildingGood cross-disciplinary communications experience between engineering, production, and QAShown ability to hire, grow, and mentor an engineering teamAccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.-";"Yogyakarta;Sleman";AccelByte Inc;Komputer/Teknik Informatika (Perangkat Lunak);;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/software-engineering-manager-1032453834;17/08/2022 16:00;11/08/2022 17:33
